ngram,PMI,token
like it s,8.353172843949508,like_it_s
how to take,8.352446121984407,how_to_take
women s day,8.3494961609587,women_s_day
is back with,8.346573367196399,is_back_with
to do with,8.337138409266268,to_do_with
at the airport,8.301601589462166,at_the_airport
is making a,8.287768804913776,is_making_a
what is it,8.285210204982242,what_is_it
t have to,8.283291832350121,t_have_to
world s top,8.282762652879235,world_s_top
to stay in,8.253244964162121,to_stay_in
the 10 best,8.249124176200489,the_10_best
to take your,8.243816176511082,to_take_your
the man who,8.23467394917192,the_man_who
on new year,8.22885882700971,on_new_year
you to know,8.21795946102754,you_to_know
the art of,8.2174334485454,the_art_of
to run for,8.216852024835639,to_run_for
you need for,8.208395937263964,you_need_for
in the kitchen,8.199508562626619,in_the_kitchen
how to do,8.181012498590464,how_to_do
is what it,8.178295001065727,is_what_it
on the internet,8.168630886815144,on_the_internet
at a time,8.155221597092181,at_a_time
s response to,8.153443715668587,s_response_to
the world photos,8.130386480209005,the_world_photos
why it s,8.130027696467684,why_it_s
in the u,8.116536105297598,in_the_u
recipe how to,8.112065144872965,recipe_how_to
a guide to,8.109947373471861,a_guide_to
to make it,8.083830929579655,to_make_it
can be a,8.079663362689281,can_be_a
the internet is,8.057491097036909,the_internet_is
is there a,8.018530970939956,is_there_a
at the 2016,8.002817158679171,at_the_2016
the 10 most,8.002314389884795,the_10_most
recipes how to,8.000623917709229,recipes_how_to
you need a,7.969131065426211,you_need_a
on the cover,7.9669970256454965,on_the_cover
to buy a,7.9666988368551435,to_buy_a
the age of,7.943808397459506,the_age_of
to get your,7.934166411402153,to_get_your
the cost of,7.929687289214847,the_cost_of
on what it,7.910923167590242,on_what_it
on the red,7.906710101292063,on_the_red
the best hotel,7.900698279136043,the_best_hotel
what not to,7.898210734992922,what_not_to
the cast of,7.893654557970095,the_cast_of
there is a,7.881027447190021,there_is_a
end of the,7.8745457350223935,end_of_the
the world s,7.863353181495492,the_world_s
beauty and the,7.833618688292191,beauty_and_the
the best food,7.801800542823423,the_best_food
of the week,7.796543223021112,of_the_week
t have a,7.791659479730433,t_have_a
in love with,7.7911945367122755,in_love_with
and where to,7.783090505456138,and_where_to
it s all,7.764837566671815,it_s_all
restaurants in the,7.757504015747499,restaurants_in_the
travel the world,7.748035392062071,travel_the_world
the best ways,7.741754132894408,the_best_ways
best things to,7.74082658708712,best_things_to
new game of,7.734797131910077,new_game_of
to be an,7.733788839137447,to_be_an
the new year,7.732273676147933,the_new_year
a trip to,7.725523864985093,a_trip_to
returns to the,7.706037049846373,returns_to_the
says it s,7.692442224758494,says_it_s
s new movie,7.68927175505484,s_new_movie
s your first,7.6885917818491265,s_your_first
at the weekend,7.680889063791809,at_the_weekend
and it s,7.680316778718527,and_it_s
in talks to,7.670856407104792,in_talks_to
the trailer for,7.6480393274762974,the_trailer_for
in the face,7.631395246597678,in_the_face
journey to the,7.622981310118817,journey_to_the
is a real,7.6171612771124435,is_a_real
s 10 best,7.610158290604082,s_10_best
to visit in,7.609765998874026,to_visit_in
at u s,7.601468589021246,at_u_s
how to travel,7.579260339905447,how_to_travel
the cover of,7.573376200301823,the_cover_of
live from the,7.554919860660597,live_from_the
is back and,7.534963695329787,is_back_and
s what we,7.501002880563463,s_what_we
not to be,7.499251123185765,not_to_be
on game of,7.4843526264491596,on_game_of
to do in,7.474258135832442,to_do_in
tips for a,7.466816715113801,tips_for_a
the heart of,7.456044380439978,the_heart_of
how to be,7.425250541741987,how_to_be
in the dark,7.337965124233719,in_the_dark
of the year,7.336835516919415,of_the_year
how to have,7.324196645180237,how_to_have
is here and,7.309108236521618,is_here_and
the return of,7.300554352122242,the_return_of
in the world,7.293707204548802,in_the_world
be the most,7.292046586791109,be_the_most
for the future,7.289693833953315,for_the_future
s going to,7.277638150189631,s_going_to
is now a,7.2528983450667175,is_now_a
of being a,7.25062310820428,of_being_a
the 5 best,7.2383376209742485,the_5_best
the week in,7.237496956867112,the_week_in
is the only,7.201018408414612,is_the_only
sex and the,7.175471840967084,sex_and_the
to be a,7.160612342111996,to_be_a
what s new,7.153724453131338,what_s_new
in the age,7.1486947730719805,in_the_age
s all about,7.147859466736377,s_all_about
you have to,7.12846131018845,you_have_to
are the most,7.125934780613336,are_the_most
for the first,7.1094570597793245,for_the_first
is the perfect,7.0940169730620255,is_the_perfect
of the future,7.093186021497729,of_the_future
the secret to,7.023519239702544,the_secret_to
how not to,7.004813948630848,how_not_to
get the best,7.003791772100144,get_the_best
have the best,6.963263965517534,have_the_best
is not a,6.951208789059166,is_not_a
one of the,6.897265811522473,one_of_the
the beauty of,6.874545735022387,the_beauty_of
are all the,6.870074407667283,are_all_the
and the city,6.852727511239897,and_the_city
a week in,6.849075452792776,a_week_in
here s a,6.844813120971067,here_s_a
in u s,6.840140299085911,in_u_s
of this world,6.837786348491192,of_this_world
is the most,6.835098675700457,is_the_most
video how to,6.785711217372878,video_how_to
and more the,6.770846039618888,and_more_the
on the way,6.768700279926512,on_the_way
is how you,6.7621304755898555,is_how_you
to celebrate the,6.760484833868753,to_celebrate_the
tips for the,6.753756901322255,tips_for_the
to find the,6.75192282036533,to_find_the
the face of,6.748436965872571,the_face_of
guide to the,6.734582970425997,guide_to_the
are the best,6.731198537841508,are_the_best
here s the,6.7281507029629575,here_s_the
is your new,6.68537322942059,is_your_new
to go to,6.68434392648998,to_go_to
s what it,6.643177518767189,s_what_it
to make a,6.6296638495775815,to_make_a
in new video,6.621003507907879,in_new_video
trailer for the,6.600733612697943,trailer_for_the
all about the,6.561758796698007,all_about_the
history of the,6.558641427762795,history_of_the
letter to the,6.555370403964139,letter_to_the
to take a,6.554375722273343,to_take_a
of the world,6.548252447573623,of_the_world
shot in the,6.5480506501185545,shot_in_the
some of the,6.542349304681202,some_of_the
is one of,6.5364677648517935,is_one_of
hotels in the,6.500116173054849,hotels_in_the
is the best,6.496945961295005,is_the_best
a game of,6.491464816491599,a_game_of
to watch on,6.454154127839416,to_watch_on
the life of,6.443495917754916,the_life_of
part of the,6.4426999480569895,part_of_the
of america s,6.439400002925062,of_america_s
this is the,6.407017028497684,this_is_the
to go in,6.404522903009906,to_go_in
the country s,6.3565647217682875,the_country_s
the story of,6.356220427331523,the_story_of
s like to,6.346243997208668,s_like_to
what s your,6.345018692921776,what_s_your
tribute to the,6.301053215231447,tribute_to_the
to the future,6.301053215231447,to_the_future
of the box,6.2696836768635285,of_the_box
in time for,6.24613505588534,in_time_for
is all of,6.244081515880621,is_all_of
recipes for a,6.162624984523242,recipes_for_a
back to the,6.1359939689609595,back_to_the
and how to,6.127995072886647,and_how_to
to see the,6.120480969589637,to_see_the
to have a,6.111088746190326,to_have_a
she s a,6.107099240978492,she_s_a
in the life,6.104061777143585,in_the_life
s why you,6.095670642962929,s_why_you
of u s,6.094685542110732,of_u_s
is here to,6.094501956145287,is_here_to
are you a,6.0828354350053635,are_you_a
to make with,6.077122826548795,to_make_with
u s a,6.073954789058561,u_s_a
of the most,6.067190812964789,of_the_most
for women in,6.0404823499684985,for_women_in
on how to,6.027912119789496,on_how_to
the game of,6.016564739894825,the_game_of
